,Sentence,Signer,Frames path
27,comb your hair,5,"['E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 01.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 02.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 03.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 04.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 05.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 06.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 07.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 08.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 09.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 10.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 11.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 12.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 13.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 14.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 15.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 16.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 17.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 18.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 19.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 20.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 21.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 22.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 23.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 24.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 25.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 26.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 27.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 28.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 29.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 30.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 31.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (3) 32.jpg']"
28,comb your hair,6,"['E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 01.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 02.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 03.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 04.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 05.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 06.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 07.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 08.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 09.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 10.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 11.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 12.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 13.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 14.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 15.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 16.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 17.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 18.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 19.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 20.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 21.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 22.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (4) 23.jpg']"
29,comb your hair,7,"['E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 01.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 02.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 03.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 04.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 05.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 06.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 07.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 08.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 09.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 10.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 11.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 12.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 13.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 14.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 15.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 16.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 17.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 18.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 19.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 20.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 21.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 22.jpg', 'E:\\sentence_augmentation\\comb your hair\\aug_comb (5) 23.jpg']"
30,congratulations,3,"['E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 01.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 02.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 03.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 04.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 05.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 06.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 07.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 08.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 09.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 10.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 11.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 12.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 13.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 14.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (7) 15.jpg']"
31,congratulations,4,"['E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 01.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 02.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 03.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 04.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 05.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 06.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 07.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 08.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 09.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 10.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 11.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 12.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 13.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 14.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 15.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 16.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (6) 17.jpg']"
32,congratulations,5,"['E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 01.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 02.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 03.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 04.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 05.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 06.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 07.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 08.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 09.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 10.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 11.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 12.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 13.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 14.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 15.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 16.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 17.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 18.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 19.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 20.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 21.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (3) 22.jpg']"
33,congratulations,6,"['E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 01.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 02.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 03.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 04.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 05.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 06.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 07.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 08.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 09.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 10.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 11.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 12.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 13.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 14.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 15.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 16.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (4) 17.jpg']"
34,congratulations,7,"['E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 01.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 02.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 03.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 04.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 05.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 06.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 07.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 08.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 09.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 10.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 11.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 12.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 13.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 14.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 15.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 16.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 17.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 18.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 19.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 20.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 21.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 22.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 23.jpg', 'E:\\sentence_augmentation\\congratulations\\aug_congratulations (5) 24.jpg']"
35,could you please talk slower,3,"['E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (1).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (10).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (11).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (12).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (13).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (14).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (15).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (16).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (17).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (18).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (19).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (2).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (20).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (21).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (22).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (23).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (24).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (25).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (26).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (27).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (28).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (29).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (3).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (30).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (31).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (32).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (33).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (34).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (35).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (36).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (37).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (38).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (39).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (4).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (40).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (41).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (42).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (43).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (44).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (45).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (46).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (47).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (48).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (5).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (6).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (7).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (8).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (9).jpg']"
36,could you please talk slower,4,"['E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (1).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (10).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (11).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (12).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (13).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (14).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (15).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (16).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (17).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (18).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (19).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (2).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (20).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (21).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (22).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (23).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (24).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (25).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (26).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (27).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (28).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (29).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (3).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (30).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (31).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (32).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (33).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (34).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (35).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (36).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (37).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (38).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (39).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (4).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (40).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (41).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (42).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (5).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (6).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (7).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (8).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (9).jpg']"
37,could you please talk slower,5,"['E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (1).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (10).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (11).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (12).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (13).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (14).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (15).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (16).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (17).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (18).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (19).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (2).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (20).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (21).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (22).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (23).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (24).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (25).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (26).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (27).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (28).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (29).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (3).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (30).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (31).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (32).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (33).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (34).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (35).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (36).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (37).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (38).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (39).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (4).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (40).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (41).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (42).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (43).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (44).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (45).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (46).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (47).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (48).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (5).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (6).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (7).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (8).jpg', 'E:\\sentence_augmentation\\could you please talk slower\\aug_could you please talk slower (9).jpg']"
